season,week,sigma_j,sigma_f,sigma_f_over_sigma_j
26,2,0.009459010504671567,0.03728174194562293,3.9413997824836344
26,3,0.01782071749238306,0.04310483840444948,2.4188048782476557
27,1,0.00964130124554865,0.02015604328169281,2.090593662447667
27,2,0.010630697971644247,0.015402726563433129,1.448891371433704
27,3,0.012011079362608625,0.017393753107239722,1.4481423843878476
27,4,0.015988997406027074,0.019755327307395456,1.2355576028768795
27,6,0.016223438619408528,0.02377946115010214,1.4657472874865223
27,7,0.007958265760992088,0.024601597821520233,3.091326497552573
27,8,0.018518161304346088,0.057751345670038756,3.118632823253619
28,2,0.014212214152955172,0.01745159687760835,1.2279294900703144
28,4,0.015440809260338468,0.01632839968629747,1.057483413660117
28,6,0.00800763972960769,0.03883624472188682,4.849899100516787
28,7,0.009586592441107471,0.04852238976698012,5.061484574948162
28,8,0.021066016470841758,0.06370222698081625,3.0239332181757677
28,9,0.022314188412802333,0.03372872035197681,1.5115369525438629
28,10,0.010024762728792888,0.04823244901592258,4.811330733782903
29,2,0.007589875588727745,0.011775760601948179,1.5515090417868225
29,3,0.011761805085164488,0.012590732584410558,1.0704762145983546
29,4,0.00662483076760323,0.015524681516410446,2.3434080146362826
29,5,0.010104362741756865,0.015889488872395635,1.5725374552055027
29,6,0.010586490186110742,0.02011550894084252,1.9001112349051865
29,7,0.007692307692307692,0.02412123771221995,3.1357609025885935
29,8,0.00835155956040299,0.032358622647461165,3.874560483395482
29,9,0.012026835644919777,0.04337768164176525,3.6067410350026945
29,10,0.004389440320838934,0.07284354818641185,16.595179080254493
30,2,0.010418430446054597,0.011445487754831236,1.098580809661745
30,3,0.006395812111278201,0.021852797590651715,3.4167353903528666
30,4,0.00702069073380744,0.028667334999078555,4.0832641809777845
30,5,0.00836171485696613,0.04188756471567605,5.0094466783664116
30,6,0.0068626351630751625,0.04267650342906883,6.218675831507468
30,7,0.00911750449541199,0.04696378424091043,5.150947198824309
30,8,0.011706335309948012,0.07250378769493376,6.193551250263628
30,9,0.007300512490126597,0.11150209928713947,15.27318793549601
31,1,0.011368424585104848,0.011383148711539549,1.0012951773857912
31,2,0.0077703606495423735,0.012171410115622214,1.5663893433748195
31,3,0.008185822927157383,0.013411421398006699,1.6383717944243343
31,4,0.008373701164886078,0.014811758348764357,1.7688424816108024
31,5,0.007255304222656793,0.01869799023639003,2.577147651231513
31,6,0.008719773308110912,0.026696462697159692,3.061600543253495
31,7,0.006945550417947022,0.034512053501872496,4.968944349276444
31,8,0.015823731619706842,0.048723795074088194,3.0791595968050722
31,9,0.01235568668962128,0.03393185684624071,2.746254230834723
32,1,0.01461182108931436,0.015213679673074848,1.041189840751652
32,2,0.014775862250371637,0.015941677978805264,1.078900013324387
32,3,0.014436362057314531,0.016953926384460045,1.1743904951365451
32,4,0.011625764585774856,0.025307584927336774,2.1768533794588296
32,5,0.012500000000000004,0.030565820249225537,2.4452656199380423
32,6,0.01363773143227709,0.041674991326193435,3.055859512496278
32,7,0.006514600379742492,0.06648480667333831,10.205508058495264
32,8,0.01734871992742769,0.07166010243070267,4.130570020754712
32,9,0.02080409385238872,0.07875591535943308,3.785597004043045
33,2,0.010293784437466947,0.0290518129270803,2.8222674666994734
33,3,0.013014499302561511,0.01990203053589113,1.529219839596443
33,4,0.006989131522640563,0.03369276655966163,4.820737233305372
33,5,0.00525079292960308,0.03484367930722108,6.6358890503524375
33,6,0.013194381130679916,0.05831464351977124,4.419657348246257
33,7,0.011646187382811408,0.06048315257293522,5.193386520828458
34,2,0.0080269780841795,0.022179849366682124,2.7631630651137247
34,3,0.007856058002325368,0.019367013409563916,2.4652329964762663
34,4,0.0075658971556269395,0.028186240375289967,3.7254326612577837
34,6,0.011616716269489116,0.03116491334444215,2.6827644423317514
34,7,0.013503508033354759,0.04305419764436766,3.1883713134409444
34,8,0.0052401428937663905,0.048398954752443595,9.236189877573452
34,9,0.016307973552827978,0.028783660903050717,1.7650053705206874
34,10,0.0036256370026879255,0.06662086836363602,18.374941648666304
