season,week,celebrity_name,fan_share_lb,fan_share_ub
2,5,Stacy Keibler,1.316652319779156e-08,0.8946427258567445
2,6,Stacy Keibler,1.1111397660874674e-07,0.8633959644430879
2,7,Stacy Keibler,1.4549711970962107e-06,0.8950682284580532
2,1,Tatum O'Neal,9.668810657402281e-06,0.650452360014934
2,2,Tatum O'Neal,1.8618295489430776e-13,0.20180465999008837
2,1,Tia Carrere,1.4620134059312952e-05,0.6313237009858618
2,2,Tia Carrere,1.4922652846337923e-08,0.9271462711783793
2,3,Tia Carrere,1.2739409105216423e-07,0.8758628683163662
2,4,Tia Carrere,5.047743893593032e-09,0.9058570563860008
2,5,Tia Carrere,1.6913814156541882e-07,0.7129711953089493
3,1,Emmitt Smith,0.0,1.0
3,2,Emmitt Smith,0.0,0.9739130434782609
3,3,Emmitt Smith,0.0144927536231884,0.9951690821256038
3,4,Emmitt Smith,0.0,0.9696969696969696
3,5,Emmitt Smith,0.0,0.9558011049723756
3,7,Emmitt Smith,0.0,1.0
3,8,Emmitt Smith,0.0,1.0
3,1,Harry Hamlin,0.0,1.0
3,2,Harry Hamlin,0.004347826086956524,0.9782608695652174
3,3,Harry Hamlin,0.0,0.11594202898550726
3,1,Jerry Springer,0.0,1.0
3,2,Jerry Springer,0.013043478260869573,0.9869565217391305
3,3,Jerry Springer,0.004830917874396129,0.9855072463768116
3,4,Jerry Springer,0.01010101010101011,0.9797979797979798
3,5,Jerry Springer,0.01657458563535913,0.9723756906077348
3,7,Jerry Springer,0.0,0.22962962962962963
3,1,Joey Lawrence,0.0,1.0
3,2,Joey Lawrence,0.0,0.9739130434782609
3,3,Joey Lawrence,-0.0,0.9806763285024155
3,4,Joey Lawrence,0.0,0.9696969696969696
3,5,Joey Lawrence,0.011049723756906077,0.9668508287292816
3,7,Joey Lawrence,0.0,1.0
3,8,Joey Lawrence,0.0,1.0
3,1,Mario Lopez,0.0,1.0
3,2,Mario Lopez,0.004347826086956524,0.9782608695652174
3,3,Mario Lopez,0.0,0.9806763285024155
3,4,Mario Lopez,0.0,0.9696969696969696
3,5,Mario Lopez,0.0,0.9558011049723756
3,7,Mario Lopez,0.0,1.0
3,8,Mario Lopez,0.0,1.0
3,1,Monique Coleman,0.0,1.0
3,2,Monique Coleman,0.0,0.9739130434782609
3,3,Monique Coleman,0.0,0.9806763285024155
3,4,Monique Coleman,0.0,0.9696969696969696
3,5,Monique Coleman,-0.0,0.9558011049723756
3,7,Monique Coleman,0.0,1.0
3,8,Monique Coleman,0.0,0.25688073394495414
3,1,Sara Evans,0.0,1.0
3,2,Sara Evans,0.004347826086956524,0.9782608695652174
3,3,Sara Evans,0.0,0.9806763285024155
3,4,Sara Evans,0.020202020202020207,0.9898989898989898
3,5,Sara Evans,0.01657458563535913,0.9723756906077348
3,1,Shanna Moakler,0.0,1.0
3,2,Shanna Moakler,0.0,0.10434782608695649
3,1,Tucker Carlson,0.0,0.1252144082332762
3,1,Vivica A. Fox,0.0,1.0
3,2,Vivica A. Fox,0.0,0.9739130434782609
3,3,Vivica A. Fox,0.0,0.9806763285024155
3,4,Vivica A. Fox,0.0,0.12878787878787878
3,1,Willa Ford,0.0,1.0
3,2,Willa Ford,0.0,0.9739130434782609
3,3,Willa Ford,0.0,0.9806763285024155
3,4,Willa Ford,0.0,0.9696969696969696
3,5,Willa Ford,0.0,0.13654301499605365
4,2,Apolo Anton Ohno,0.0,0.983673469387755
4,3,Apolo Anton Ohno,0.0,0.9724770642201835
4,4,Apolo Anton Ohno,0.0,0.9947368421052631
4,5,Apolo Anton Ohno,0.0,1.0
4,6,Apolo Anton Ohno,0.0,0.9647058823529412
4,7,Apolo Anton Ohno,0.0,0.9773462783171522
4,8,Apolo Anton Ohno,0.0,1.0
4,9,Apolo Anton Ohno,0.0,1.0
4,2,Billy Ray Cyrus,0.0,0.983673469387755
4,3,Billy Ray Cyrus,0.0,0.9724770642201835
4,4,Billy Ray Cyrus,0.0,0.9947368421052631
4,5,Billy Ray Cyrus,0.0,1.0
4,6,Billy Ray Cyrus,0.011764705882352927,0.9764705882352941
4,7,Billy Ray Cyrus,0.02265372168284789,1.0
4,8,Billy Ray Cyrus,0.0,0.248605577689243
4,2,Clyde Drexler,0.012244897959183668,0.9959183673469387
4,3,Clyde Drexler,0.022935779816513763,0.9954128440366973
4,4,Clyde Drexler,0.005263157894736845,1.0
4,5,Clyde Drexler,0.0,0.17613636363636362
4,2,Heather Mills,0.0,0.983673469387755
4,3,Heather Mills,0.0,0.9724770642201835
4,4,Heather Mills,0.0,0.9947368421052631
4,5,Heather Mills,0.0,1.0
4,6,Heather Mills,0.0,0.15042016806722686
4,2,Ian Ziering,0.0,0.983673469387755
4,3,Ian Ziering,0.0,0.9724770642201835
4,4,Ian Ziering,0.0,0.9947368421052631
4,5,Ian Ziering,0.0,1.0
4,6,Ian Ziering,0.0,0.9647058823529412
4,7,Ian Ziering,0.0,0.9773462783171522
4,8,Ian Ziering,0.0,1.0
4,9,Ian Ziering,0.0,0.2552742616033755
4,2,Joey Fatone,0.0,0.983673469387755
4,3,Joey Fatone,0.0,0.9724770642201835
4,4,Joey Fatone,0.0,0.9947368421052631
4,5,Joey Fatone,0.0,1.0
4,6,Joey Fatone,0.0,0.9647058823529412
4,7,Joey Fatone,0.0,0.9773462783171522
4,8,Joey Fatone,0.0,1.0
4,9,Joey Fatone,0.0,1.0
4,2,John Ratzenberger,-0.0,0.983673469387755
4,3,John Ratzenberger,0.0045871559633027525,0.9770642201834863
4,4,John Ratzenberger,-0.0,0.9947368421052631
4,5,John Ratzenberger,0.0,1.0
4,6,John Ratzenberger,0.023529411764705868,0.9882352941176471
4,7,John Ratzenberger,0.0,0.18770226537216828
4,2,Laila Ali,0.0,0.983673469387755
4,3,Laila Ali,0.0,0.9724770642201835
4,4,Laila Ali,0.0,0.9947368421052631
4,5,Laila Ali,0.0,1.0
4,6,Laila Ali,0.0,0.9647058823529412
4,7,Laila Ali,0.0,0.9773462783171522
4,8,Laila Ali,0.0,1.0
4,9,Laila Ali,0.0,1.0
4,2,Leeza Gibbons,0.0,0.983673469387755
4,3,Leeza Gibbons,0.0,0.9724770642201835
4,4,Leeza Gibbons,0.0,0.13801169590643272
4,2,Paulina Porizkova,0.0,0.09610389610389611
4,2,Shandi Finnessey,0.004081632653061232,0.9877551020408163
4,3,Shandi Finnessey,0.0,0.10366972477064222
5,1,Albert Reed,0.0,1.0
5,2,Albert Reed,0.0,0.09358288770053474
5,1,Cameron Mathison,0.0,1.0
5,2,Cameron Mathison,-0.0,0.9621848739495799
5,3,Cameron Mathison,0.0,1.0
5,4,Cameron Mathison,0.0,0.9957264957264957
5,5,Cameron Mathison,0.0,1.0
5,6,Cameron Mathison,-0.0,0.9722222222222222
5,7,Cameron Mathison,0.0,1.0
5,8,Cameron Mathison,0.0,0.20608365019011407
5,1,Floyd Mayweather Jr. ,0.0,1.0
5,2,Floyd Mayweather Jr. ,0.0,0.9621848739495799
5,3,Floyd Mayweather Jr. ,0.0,1.0
5,4,Floyd Mayweather Jr. ,0.0,0.1239316239316239
5,1,Helio Castroneves,0.0,1.0
5,2,Helio Castroneves,0.0,0.9621848739495799
5,3,Helio Castroneves,0.0,1.0
5,4,Helio Castroneves,0.0,0.9957264957264957
5,5,Helio Castroneves,0.0,1.0
5,6,Helio Castroneves,0.0,0.9722222222222221
5,7,Helio Castroneves,0.0,1.0
5,8,Helio Castroneves,0.0,0.9885931558935361
5,9,Helio Castroneves,0.0,0.9914529914529915
5,1,Jane Seymour,0.0,1.0
5,2,Jane Seymour,0.0,0.9621848739495799
5,3,Jane Seymour,0.0,1.0
5,4,Jane Seymour,0.0,0.9957264957264957
5,5,Jane Seymour,0.0,1.0
5,6,Jane Seymour,0.016666666666666677,0.9888888888888889
5,7,Jane Seymour,0.0,0.17307692307692304
5,1,Jennie Garth,0.0,1.0
5,2,Jennie Garth,0.0,0.9621848739495799
5,3,Jennie Garth,0.0,1.0
5,4,Jennie Garth,0.0,0.9957264957264957
5,5,Jennie Garth,0.0,1.0
5,6,Jennie Garth,0.0,0.9722222222222221
5,7,Jennie Garth,0.0,1.0
5,8,Jennie Garth,0.0038022813688212975,0.9923954372623575
5,9,Jennie Garth,0.0,0.25213675213675213
5,1,Josie Maran,0.0,0.10440985732814523
5,1,Marie Osmond,0.0,1.0
5,2,Marie Osmond,0.0,0.9621848739495797
5,3,Marie Osmond,0.0,1.0
5,4,Marie Osmond,0.0,0.9957264957264957
5,5,Marie Osmond,-0.0,1.0
5,6,Marie Osmond,0.011111111111111127,0.9833333333333333
5,7,Marie Osmond,0.0,1.0
5,8,Marie Osmond,0.007604562737642567,0.9961977186311787
5,9,Marie Osmond,0.008547008547008544,1.0
5,1,Mark Cuban,0.0,1.0
5,2,Mark Cuban,0.012605042016806733,0.9747899159663865
5,3,Mark Cuban,0.0,1.0
5,4,Mark Cuban,0.004273504273504272,1.0
5,5,Mark Cuban,0.0,0.14447236180904524
5,1,Mel B,0.0,1.0
5,2,Mel B,0.0,0.9621848739495799
5,3,Mel B,0.0,1.0
5,4,Mel B,0.0,0.9957264957264957
5,5,Mel B,0.0,1.0
5,6,Mel B,0.0,0.9722222222222221
5,7,Mel B,0.0,1.0
5,8,Mel B,0.0,0.9885931558935361
5,9,Mel B,0.0,0.9914529914529915
5,1,Sabrina Bryan,0.0,1.0
5,2,Sabrina Bryan,0.0,0.9621848739495799
5,3,Sabrina Bryan,0.0,1.0
5,4,Sabrina Bryan,0.0,0.9957264957264957
5,5,Sabrina Bryan,0.0,1.0
5,6,Sabrina Bryan,0.0,0.1468253968253968
5,1,Wayne Newton,0.0,1.0
5,2,Wayne Newton,0.025210084033613453,0.9873949579831933
5,3,Wayne Newton,0.0,0.12468619246861927
6,2,Adam Carolla,0.0,0.9961089494163424
6,3,Adam Carolla,0.0,0.9912280701754386
6,4,Adam Carolla,0.0,0.13777777777777778
6,2,Cristian de la Fuente,0.0,0.9961089494163424
6,3,Cristian de la Fuente,0.0,0.9912280701754386
6,4,Cristian de la Fuente,0.0,1.0
6,5,Cristian de la Fuente,0.0,1.0
6,6,Cristian de la Fuente,0.0,1.0
6,7,Cristian de la Fuente,0.016181229773462785,1.0
6,8,Cristian de la Fuente,0.0,0.9850187265917603
6,9,Cristian de la Fuente,0.0,1.0
6,2,Jason Taylor,0.0,0.9961089494163424
6,3,Jason Taylor,0.0,0.9912280701754386
6,4,Jason Taylor,0.0,1.0
6,5,Jason Taylor,0.0,1.0
6,6,Jason Taylor,0.0,1.0
6,7,Jason Taylor,0.0,0.9838187702265372
6,8,Jason Taylor,0.0037453183520599342,0.9887640449438202
6,9,Jason Taylor,0.0,1.0
6,2,Kristi Yamaguchi,0.0,0.9961089494163424
6,3,Kristi Yamaguchi,0.0,0.9912280701754386
6,4,Kristi Yamaguchi,0.0,1.0
6,5,Kristi Yamaguchi,0.0,1.0
6,6,Kristi Yamaguchi,0.0,1.0
6,7,Kristi Yamaguchi,0.0,0.9838187702265372
6,8,Kristi Yamaguchi,0.0,0.9850187265917603
6,9,Kristi Yamaguchi,0.0,1.0
6,2,Mario,0.0,0.9961089494163424
6,3,Mario,0.0,0.9912280701754386
6,4,Mario,0.0,1.0
6,5,Mario,0.0,1.0
6,6,Mario,0.0,1.0
6,7,Mario,0.0,0.9838187702265372
6,8,Mario,0.0,0.20149812734082395
6,2,Marissa Jaret Winokur,0.0,0.9961089494163424
6,3,Marissa Jaret Winokur,0.008771929824561403,1.0
6,4,Marissa Jaret Winokur,0.0,1.0
6,5,Marissa Jaret Winokur,0.0,1.0
6,6,Marissa Jaret Winokur,0.0,1.0
6,7,Marissa Jaret Winokur,0.0,0.9838187702265372
6,8,Marissa Jaret Winokur,0.011235955056179775,0.9962546816479401
6,9,Marissa Jaret Winokur,0.0,0.2636363636363636
6,2,Marlee Matlin,0.0,0.9961089494163424
6,3,Marlee Matlin,-0.0,0.9912280701754386
6,4,Marlee Matlin,0.0,1.0
6,5,Marlee Matlin,0.0,1.0
6,6,Marlee Matlin,0.0,0.16904761904761903
6,2,Monica Seles,0.0,0.11743898125221083
6,2,Penn Jillette,0.0,0.11036434382737884
6,2,Priscilla Presley,0.0,0.9961089494163424
6,3,Priscilla Presley,0.0,0.9912280701754386
6,4,Priscilla Presley,0.0,1.0
6,5,Priscilla Presley,0.0,0.14285714285714285
6,2,Shannon Elizabeth,0.0,0.9961089494163424
6,3,Shannon Elizabeth,0.0,0.9912280701754386
6,4,Shannon Elizabeth,0.0,1.0
6,5,Shannon Elizabeth,0.0,1.0
6,6,Shannon Elizabeth,0.0,1.0
6,7,Shannon Elizabeth,0.0,0.16828478964401297
6,2,Steve Guttenberg,0.0038910505836575876,1.0
6,3,Steve Guttenberg,0.0,0.10789473684210525
7,1,Brooke Burke,0.0,0.9861111111111112
7,2,Brooke Burke,0.0,0.9864253393665159
7,4,Brooke Burke,0.0,1.0
7,5,Brooke Burke,0.0,0.9897435897435898
7,6,Brooke Burke,0.0,1.0
7,7,Brooke Burke,0.0,0.9659863945578231
7,8,Brooke Burke,0.0,1.0
7,9,Brooke Burke,0.0,1.0
7,1,Cloris Leachman,0.009920634920634927,0.996031746031746
7,2,Cloris Leachman,0.009049773755656118,0.995475113122172
7,4,Cloris Leachman,0.0,1.0
7,5,Cloris Leachman,0.005128205128205124,0.9948717948717949
7,6,Cloris Leachman,0.0,0.19196428571428575
7,1,Cody Linley,0.0,0.9861111111111112
7,2,Cody Linley,0.0,0.9864253393665159
7,4,Cody Linley,0.0,1.0
7,5,Cody Linley,0.0,0.9897435897435898
7,6,Cody Linley,0.0,1.0
7,7,Cody Linley,0.013605442176870736,0.9795918367346939
7,8,Cody Linley,-0.0,1.0
7,9,Cody Linley,0.0,0.2711442786069652
7,1,Jeffrey Ross,0.0,0.11292989417989419
7,1,Kim Kardashian,0.0,0.9861111111111112
7,2,Kim Kardashian,0.0,0.10489510489510484
7,1,Lance Bass,0.0,0.9861111111111112
7,2,Lance Bass,0.0,0.9864253393665159
7,4,Lance Bass,0.0,1.0
7,5,Lance Bass,0.005128205128205124,0.9948717948717949
7,6,Lance Bass,0.0,1.0
7,7,Lance Bass,0.0,0.9659863945578231
7,8,Lance Bass,0.0,1.0
7,9,Lance Bass,0.0,1.0
7,1,Maurice Greene,0.0,0.9861111111111112
7,2,Maurice Greene,0.0,0.9864253393665159
7,4,Maurice Greene,0.0,1.0
7,5,Maurice Greene,0.0,0.9897435897435898
7,6,Maurice Greene,0.0,1.0
7,7,Maurice Greene,0.0,0.9659863945578231
7,8,Maurice Greene,0.0,0.2117647058823529
7,1,Misty May-Treanor,0.0,0.9861111111111112
7,2,Misty May-Treanor,0.0,0.9864253393665159
7,1,Rocco DiSpirito,0.003968253968253968,0.9900793650793651
7,2,Rocco DiSpirito,0.004524886877828052,0.9909502262443439
7,4,Rocco DiSpirito,0.0,0.13355227148330595
7,1,Susan Lucci,-0.0,0.9861111111111112
7,2,Susan Lucci,0.0,0.9864253393665159
7,4,Susan Lucci,0.0,1.0
7,5,Susan Lucci,0.0,0.9897435897435898
7,6,Susan Lucci,0.0,1.0
7,7,Susan Lucci,0.0,0.17006802721088435
7,1,Ted McGinley,0.0,0.08928571428571426
7,1,Toni Braxton,0.0,0.9861111111111112
7,2,Toni Braxton,0.0,0.9864253393665159
7,4,Toni Braxton,0.0,1.0
7,5,Toni Braxton,0.0,0.13717948717948714
7,1,Warren Sapp,0.0,0.9861111111111112
7,2,Warren Sapp,0.0,0.9864253393665159
7,4,Warren Sapp,0.0,1.0
7,5,Warren Sapp,0.0,0.9897435897435898
7,6,Warren Sapp,0.0,1.0
7,7,Warren Sapp,0.020408163265306117,0.9863945578231292
7,8,Warren Sapp,0.0,1.0
7,9,Warren Sapp,0.0,1.0
8,2,Belinda Carlisle,0.0,0.08592162554426706
8,2,Chuck Wicks,0.0,0.9773584905660377
8,3,Chuck Wicks,0.0,0.9724409448818898
8,4,Chuck Wicks,0.0,0.9958677685950413
8,5,Chuck Wicks,0.0,0.9666666666666667
8,6,Chuck Wicks,0.0,1.0
8,7,Chuck Wicks,0.0,1.0
8,8,Chuck Wicks,0.0,0.16987179487179488
8,2,David Alan Grier,0.0037735849056603765,0.9811320754716981
8,3,David Alan Grier,0.0,0.9724409448818898
8,4,David Alan Grier,0.0,0.9958677685950413
8,5,David Alan Grier,0.0,0.11746031746031745
8,2,Denise Richards,0.0,0.9773584905660377
8,3,Denise Richards,0.0,0.10367454068241466
8,2,Gilles Marini,0.0,0.9773584905660377
8,3,Gilles Marini,0.0,0.9724409448818898
8,4,Gilles Marini,0.0,0.9958677685950413
8,5,Gilles Marini,0.0,0.9666666666666667
8,6,Gilles Marini,0.0,1.0
8,7,Gilles Marini,0.0,1.0
8,8,Gilles Marini,0.0,0.983974358974359
8,9,Gilles Marini,0.0,0.9775280898876404
8,10,Gilles Marini,0.0,1.0
8,2,Holly Madison,0.0,0.9773584905660377
8,3,Holly Madison,0.0,0.9724409448818898
8,4,Holly Madison,0.0,0.1289256198347107
8,2,Lawrence Taylor,0.0,0.9773584905660377
8,3,Lawrence Taylor,0.0,0.9724409448818898
8,4,Lawrence Taylor,0.0,0.9958677685950413
8,5,Lawrence Taylor,0.009523809523809532,0.9761904761904762
8,6,Lawrence Taylor,0.0,1.0
8,7,Lawrence Taylor,0.0,0.1703296703296703
8,2,Lil' Kim,0.0,0.9773584905660377
8,3,Lil' Kim,0.0,0.9724409448818898
8,4,Lil' Kim,0.0,0.9958677685950413
8,5,Lil' Kim,0.0,0.9666666666666667
8,6,Lil' Kim,0.0,1.0
8,7,Lil' Kim,0.0,1.0
8,8,Lil' Kim,0.0,0.983974358974359
8,9,Lil' Kim,0.0,0.2052434456928839
8,2,Melissa Rycroft,0.0,0.9773584905660377
8,3,Melissa Rycroft,0.0,0.9724409448818898
8,4,Melissa Rycroft,0.0,0.9958677685950413
8,5,Melissa Rycroft,0.0,0.9666666666666667
8,6,Melissa Rycroft,0.0,1.0
8,7,Melissa Rycroft,0.0,1.0
8,8,Melissa Rycroft,0.016025641025641024,1.0
8,9,Melissa Rycroft,0.0,0.9775280898876404
8,10,Melissa Rycroft,0.0,1.0
8,2,Shawn Johnson,0.0,0.9773584905660377
8,3,Shawn Johnson,0.0,0.9724409448818898
8,4,Shawn Johnson,0.0,0.9958677685950413
8,5,Shawn Johnson,0.0,0.9666666666666667
8,6,Shawn Johnson,0.0,1.0
8,7,Shawn Johnson,0.0,1.0
8,8,Shawn Johnson,0.0,0.983974358974359
8,9,Shawn Johnson,0.0,0.9775280898876404
8,10,Shawn Johnson,0.0,1.0
8,2,Steve Wozniak,0.0037735849056603765,0.9811320754716981
8,3,Steve Wozniak,0.023622047244094488,0.9960629921259843
8,4,Steve Wozniak,0.0,0.143801652892562
8,2,Steve-O,0.015094339622641506,0.9924528301886792
8,3,Steve-O,0.003937007874015748,0.9763779527559056
8,4,Steve-O,0.004132231404958678,1.0
8,5,Steve-O,0.01904761904761905,0.9857142857142858
8,6,Steve-O,0.0,0.16397849462365588
8,2,Ty Murray,0.0,0.9773584905660377
8,3,Ty Murray,0.0,0.9724409448818898
8,4,Ty Murray,0.0,0.9958677685950413
8,5,Ty Murray,0.004761904761904759,0.9714285714285714
8,6,Ty Murray,0.0,1.0
8,7,Ty Murray,0.0,1.0
8,8,Ty Murray,0.0,0.983974358974359
8,9,Ty Murray,0.02247191011235955,1.0
8,10,Ty Murray,0.0,0.2808219178082192
9,1,Aaron Carter,0.0,1.0
9,2,Aaron Carter,0.0,1.0
9,3,Aaron Carter,0.0,0.9806201550387597
9,4,Aaron Carter,0.0,0.9917355371900827
9,5,Aaron Carter,0.0,0.9958677685950413
9,6,Aaron Carter,0.0,0.9923068964469492
9,7,Aaron Carter,0.0,1.0
9,8,Aaron Carter,0.0,0.2091603053435114
9,1,Ashley Hamiliton,0.0,0.08341550114483208
9,1,Chuck Liddell,0.0,1.0
9,2,Chuck Liddell,0.0,1.0
9,3,Chuck Liddell,-0.0,0.9806201550387597
9,4,Chuck Liddell,0.0,0.11157024793388429
9,1,Debi Mazar,0.0,1.0
9,2,Debi Mazar,0.0,1.0
9,3,Debi Mazar,0.0,0.08795468097793681
9,1,Donny Osmond,0.0,1.0
9,2,Donny Osmond,0.0,1.0
9,3,Donny Osmond,0.0,0.9806201550387597
9,4,Donny Osmond,0.0,0.9917355371900827
9,5,Donny Osmond,0.0,0.9958677685950413
9,6,Donny Osmond,0.0,0.9923068964469492
9,7,Donny Osmond,0.0,1.0
9,8,Donny Osmond,-0.0,1.0
9,9,Donny Osmond,0.021875700197719394,0.9906230927668814
9,1,Joanna Krupa,0.0,1.0
9,2,Joanna Krupa,0.0,1.0
9,3,Joanna Krupa,0.0,0.9806201550387597
9,4,Joanna Krupa,0.0,0.9917355371900827
9,5,Joanna Krupa,0.0,0.9958677685950413
9,6,Joanna Krupa,0.0,0.9923068964469492
9,7,Joanna Krupa,0.0,1.0
9,8,Joanna Krupa,0.0,1.0
9,9,Joanna Krupa,0.0,0.2468741298798215
9,1,Kathy Ireland,0.0,1.0
9,2,Kathy Ireland,0.0,0.0816326530612245
9,1,Kelly Osbourne,0.0,1.0
9,2,Kelly Osbourne,0.0,1.0
9,3,Kelly Osbourne,0.0,0.9806201550387597
9,4,Kelly Osbourne,0.0,0.9917355371900827
9,5,Kelly Osbourne,0.0,0.9958677685950413
9,6,Kelly Osbourne,0.0,0.9923068964469492
9,7,Kelly Osbourne,0.0,1.0
9,8,Kelly Osbourne,0.0,1.0
9,9,Kelly Osbourne,0.009376907233118598,0.9781242998022806
9,1,Louie Vito,0.0,1.0
9,2,Louie Vito,0.0,1.0
9,3,Louie Vito,0.0,0.9806201550387597
9,4,Louie Vito,0.004132231404958678,0.9958677685950413
9,5,Louie Vito,-0.0,0.9958677685950413
9,6,Louie Vito,0.0,0.14615353476223572
9,1,Macy Gray,0.0,0.08341550114483208
9,1,Mark Dacascos,0.0,1.0
9,2,Mark Dacascos,0.0,1.0
9,3,Mark Dacascos,0.0,0.9806201550387597
9,4,Mark Dacascos,0.0,0.9917355371900827
9,5,Mark Dacascos,0.0,0.9958677685950413
9,6,Mark Dacascos,0.0,0.9923068964469492
9,7,Mark Dacascos,0.0,0.18850902184235516
9,1,Melissa Joan Hart,0.0,1.0
9,2,Melissa Joan Hart,0.0,1.0
9,3,Melissa Joan Hart,0.0,0.9806201550387597
9,4,Melissa Joan Hart,0.0,0.9917355371900827
9,5,Melissa Joan Hart,0.0,0.9958677685950413
9,6,Melissa Joan Hart,0.0,0.14615387130186222
9,1,Michael Irvin,0.0,1.0
9,2,Michael Irvin,0.0,1.0
9,3,Michael Irvin,0.011627906976744193,0.9922480620155039
9,4,Michael Irvin,0.004132231404958678,0.9958677685950413
9,5,Michael Irvin,0.004132231404958678,1.0
9,6,Michael Irvin,0.007693103553050765,1.0
9,7,Michael Irvin,0.0,0.17901234567901234
9,1,Mya,0.0,1.0
9,2,Mya,0.0,1.0
9,3,Mya,0.0,0.9806201550387597
9,4,Mya,0.0,0.9917355371900827
9,5,Mya,0.0,0.9958677685950413
9,6,Mya,0.0,0.9923068964469492
9,7,Mya,0.0,1.0
9,8,Mya,0.0,1.0
9,9,Mya,0.0,0.9687473925691621
9,1,Natalie Coughlin,0.0,1.0
9,2,Natalie Coughlin,0.0,1.0
9,3,Natalie Coughlin,0.0,0.9806201550387597
9,4,Natalie Coughlin,0.0,0.9917355371900827
9,5,Natalie Coughlin,0.0,0.10909090909090907
9,1,Tom DeLay,0.0,1.0
9,2,Tom DeLay,-0.0,1.0
9,3,Tom DeLay,0.007751937984496131,0.9883720930232558
10,2,Aiden Turner,0.004545454545454547,0.9227272727272727
10,3,Aiden Turner,0.0,1.0
10,4,Aiden Turner,0.0,0.13327343516022763
10,2,Buzz Aldrin,0.03636363636363637,0.9545454545454546
10,3,Buzz Aldrin,0.0,0.1359605911330049
10,2,Chad Ochocinco,0.018181818181818188,0.9363636363636364
10,3,Chad Ochocinco,0.0,1.0
10,4,Chad Ochocinco,0.0,0.9973045822102427
10,5,Chad Ochocinco,0.0,1.0
10,6,Chad Ochocinco,0.0,1.0
10,7,Chad Ochocinco,0.0,0.9935691318327975
10,8,Chad Ochocinco,0.0,1.0
